arm,isl,osl,conc,completed,req_s,out_tok_s,total_tok_s,ttft_p50_ms,ttft_p99_ms,tpot_mean_ms,e2e_p50_ms
p90,15500,3300,1,10,0.02,55.67,317.16,686.23,696.81,17.77,59322.24
