round,tp_rank,mtp_steps,kernel_count,gpu_kernel_sum_ms,gpu_kernel_ms_per_step,kernel_busy_union_ms,first_to_last_kernel_ms,missing_graph_launches
profile_01,0,12,25581,512.4310889999932,42.70259074999944,512.360734375,520.1026884765625,0
profile_01,1,12,25581,511.8360489999903,42.653004083332526,511.7690146484375,520.096984375,0
profile_01,2,12,25581,512.9868149999874,42.74890124999894,512.88010546875,520.0860634765625,0
profile_01,3,12,25581,512.9833369999893,42.748611416665774,512.880646484375,520.0895908203125,0
profile_02,0,12,25581,513.7384989999875,42.81154158333229,513.6618076171875,520.816224609375,0
profile_02,1,12,25581,514.1498609999937,42.84582174999948,514.014572265625,520.8158046875,0
profile_02,2,12,25581,513.2482899999899,42.77069083333249,513.1595244140625,520.80853515625,0
profile_02,3,12,25581,513.3878539999924,42.782321166666044,513.305052734375,520.8145048828125,0
