rid,session,conversation,trace,turn,source_kind,agent_depth,start_ns,p_rank,d_rank,input_tokens,output_tokens,device_tokens,host_tokens,miss_tokens,ttft_ms,p_queue_ms
06255ab7-8cb6-4ba8-9335-9ac399a8c18d,df50707d-ccdd-4ccc-a08a-0b1ead2c6ce9,117ebe75819d050f308a0a81647893abd02d::sa:subagent_005_0ae5b9c5,117ebe75819d050f308a0a81647893abd02d,2,weka_subagent,1,1790218784558299777,3,7,40519,113,39552,0,967,1301.04199,2.141849006875418
9221e8ea-6de4-4507-835b-37b7fd6bbe50,d046e548-27ec-4835-86f5-59d3861774f9,3a67ec0b534b4e3e386c7e018b4b99ef06c2,3a67ec0b534b4e3e386c7e018b4b99ef06c2,3,weka_main,0,1790218785098529149,0,1,59327,650,48320,0,11007,3288.883464,0.6889969954499975
b39e6af3-1629-414d-91f8-101ab62e8c1f,35de2400-f0fc-4437-bafc-096c78535c03,3e573575f7a9f0d647460e769c0a64e71d59::sa:subagent_001_f55cb4b8,3e573575f7a9f0d647460e769c0a64e71d59,0,weka_subagent,1,1790218785718201431,6,2,19788,171,0,0,19788,4888.376808,0.2748850092757493
fdf39574-f75f-47fe-964d-78e9f767e3a7,35de2400-f0fc-4437-bafc-096c78535c03,3e573575f7a9f0d647460e769c0a64e71d59::sa:subagent_002_d326cae4,3e573575f7a9f0d647460e769c0a64e71d59,0,weka_subagent,1,1790218785737463767,1,3,19721,128,0,0,19721,5726.1723759999995,0.4111320013180375
76508616-d6f9-4b9c-b1e4-1a7189208b90,df50707d-ccdd-4ccc-a08a-0b1ead2c6ce9,117ebe75819d050f308a0a81647893abd02d::sa:subagent_004_6a00b9ff,117ebe75819d050f308a0a81647893abd02d,5,weka_subagent,1,1790218787138308183,3,4,62920,288,62592,0,328,2233.989729,1.7670470115263015
a146440f-82eb-4b20-8d29-fc368637e5b3,b3a28b3f-85a1-4cd4-ae7b-247c93764583,12bd4c7c82ae413b035253cb800fc5312111::sa:subagent_001_65ca2729,12bd4c7c82ae413b035253cb800fc5312111,12,weka_subagent,1,1790218787254555898,3,5,48228,132,46080,0,2148,1936.6325,1.7033280018949881
7857dbe6-2d23-4bcd-86d0-64fc4790939b,df50707d-ccdd-4ccc-a08a-0b1ead2c6ce9,117ebe75819d050f308a0a81647893abd02d::sa:subagent_005_0ae5b9c5,117ebe75819d050f308a0a81647893abd02d,3,weka_subagent,1,1790218787379735955,3,6,60608,148,40512,0,20096,6081.885402999999,1.6911390121094882
1536e5c2-1c6b-4110-9e91-e02d0792e538,35de2400-f0fc-4437-bafc-096c78535c03,3e573575f7a9f0d647460e769c0a64e71d59::sa:subagent_003_e785d2f4,3e573575f7a9f0d647460e769c0a64e71d59,0,weka_subagent,1,1790218788558201728,6,7,19851,103,16384,0,3467,2823.924811,1.0014620056608692
18c91bd2-4768-4c8e-9425-5544dd3eab00,e987a982-2f41-4e76-b215-7a9cb1d6361a,457a7bf22f9e6961870d5b356ab2bd780fff,457a7bf22f9e6961870d5b356ab2bd780fff,2,weka_main,0,1790218788766318369,2,0,76154,382,67904,0,8250,3539.737746,0.8136850083246827
a74fe9f4-4fab-4cbe-b0e9-b419d21c247f,85d3ac9f-e2f2-4c5a-a70c-422a48084c95,37c8d244d81e01d3b70c9f7fe619d9392a24,37c8d244d81e01d3b70c9f7fe619d9392a24,5,weka_main,0,1790218788981726004,2,1,74291,614,70016,0,4275,3990.8141739999996,798.9256010041572
055db280-864f-4839-a438-0d3efc007467,abbeb977-caba-4962-93c9-5d930ee86900,43d1f727aec4d8b3f2aec42f816e7fabe193,43d1f727aec4d8b3f2aec42f816e7fabe193,2,weka_main,0,1790218789894949426,1,2,61509,146,56128,0,5381,3077.13175,0.7082270021783188
8c94faac-7639-4942-b5a6-80a8eaa3983d,df50707d-ccdd-4ccc-a08a-0b1ead2c6ce9,117ebe75819d050f308a0a81647893abd02d::sa:subagent_006_255c3e39,117ebe75819d050f308a0a81647893abd02d,1,weka_subagent,1,1790218790070202858,7,3,34890,200,33472,0,1418,2235.67013,0.6700680096400902
5f2b5319-d193-4019-a322-2ed9e37fc68f,6bc1c6fe-f84c-4cbd-b001-e8c6987be7ac,439e5f9ed3159bd826529d8ae5bd1536903f::sa:subagent_001_7aa6c78b,439e5f9ed3159bd826529d8ae5bd1536903f,1,weka_subagent,1,1790218790350335384,6,4,15448,143,14336,0,1112,1954.743919,0.3986630035797134
7e3763df-794d-44e4-b3d3-a7b54a2f828f,aa3ce1af-dfaf-47f5-8e20-d746714ab795,3cb1c6dc71a21714587287306ebe52748568::sa:subagent_001_bf2a11d7,3cb1c6dc71a21714587287306ebe52748568,0,weka_subagent,1,1790218790446046027,5,5,24516,313,0,0,24516,5724.826376,0.3505540080368519
1d9dc912-4041-4206-8aae-80f0174e95d5,b3a28b3f-85a1-4cd4-ae7b-247c93764583,12bd4c7c82ae413b035253cb800fc5312111::sa:subagent_001_65ca2729,12bd4c7c82ae413b035253cb800fc5312111,13,weka_subagent,1,1790218790958488478,3,6,50212,116,48192,0,2020,3054.79119,1.7904269916471094
cdb0dad8-a047-425a-a8fd-b7c59958c89f,aa3ce1af-dfaf-47f5-8e20-d746714ab795,3cb1c6dc71a21714587287306ebe52748568::sa:subagent_002_304cfed6,3cb1c6dc71a21714587287306ebe52748568,0,weka_subagent,1,1790218791958880700,6,7,24453,564,0,0,24453,6061.291017,0.46498198935296386
2cd06eab-3a6f-4d6e-8298-5b3329fc67e4,d32cfbcd-e9d0-434a-9152-480789ab8311,43eb23b676fb4a9f9bccbc568dbca0d6b352,43eb23b676fb4a9f9bccbc568dbca0d6b352,5,weka_main,0,1790218792114832796,2,0,82300,1473,80384,0,1916,2977.196375,1.258296993910335
a6c9e610-7f14-4da9-8e46-428a23231751,df50707d-ccdd-4ccc-a08a-0b1ead2c6ce9,117ebe75819d050f308a0a81647893abd02d::sa:subagent_004_6a00b9ff,117ebe75819d050f308a0a81647893abd02d,6,weka_subagent,1,1790218792445001074,3,1,63369,774,62912,0,457,2647.114266,0.8386349945794791
d39852a2-b4d2-439f-ac64-86be676d3d7a,97374d21-50d2-4825-9279-497ead4b4833,3d8fcda6a4decdb4d4f56839db6eba041e60,3d8fcda6a4decdb4d4f56839db6eba041e60,3,weka_main,0,1790218793284145906,7,2,55812,209,50624,0,5188,2887.65186,0.8288839890155941
3a5f21e6-4b05-409a-91ed-0a7500c3cfaa,6bc1c6fe-f84c-4cbd-b001-e8c6987be7ac,439e5f9ed3159bd826529d8ae5bd1536903f::sa:subagent_001_7aa6c78b,439e5f9ed3159bd826529d8ae5bd1536903f,2,weka_subagent,1,1790218793536422504,6,3,20827,123,15424,0,5403,5499.6637,2167.681109000114
65496ee7-8647-44bf-8ec5-c8be503c71e4,d046e548-27ec-4835-86f5-59d3861774f9,3a67ec0b534b4e3e386c7e018b4b99ef06c2,3a67ec0b534b4e3e386c7e018b4b99ef06c2,4,weka_main,0,1790218794167763752,0,4,72122,594,59264,0,12858,4575.057936,0.8035659993765876
eea004e8-c325-409a-a4a0-88758fab2989,df50707d-ccdd-4ccc-a08a-0b1ead2c6ce9,117ebe75819d050f308a0a81647893abd02d::sa:subagent_006_255c3e39,117ebe75819d050f308a0a81647893abd02d,2,weka_subagent,1,1790218794267796335,7,5,36367,156,34880,0,1487,1904.7486769999998,1.532451991806738
82095af6-60b0-4eb0-8eea-256587b76429,0fe5b9e5-d040-4460-81c4-b042b4c400ec,2654d8b687d9c22001c25155ff2a69840acc::fa:000,2654d8b687d9c22001c25155ff2a69840acc,15,weka_flat,1,1790218794335551691,7,6,309373,217,302080,0,7293,3722.7932149999997,1.6242300043813884
4b6704ba-0fbf-4451-a4a5-4e3f2c9906bc,abbeb977-caba-4962-93c9-5d930ee86900,43d1f727aec4d8b3f2aec42f816e7fabe193,43d1f727aec4d8b3f2aec42f816e7fabe193,3,weka_main,0,1790218794749584059,1,7,61833,154,61504,0,329,2352.492506,0.5956490058451891
9bdf23d8-d50b-47e0-8142-b3d9c3c016c0,35de2400-f0fc-4437-bafc-096c78535c03,3e573575f7a9f0d647460e769c0a64e71d59::sa:subagent_001_f55cb4b8,3e573575f7a9f0d647460e769c0a64e71d59,1,weka_subagent,1,1790218795733067141,6,0,20175,124,19776,0,399,3237.5102159999997,1928.1763870094437
fb3b63a8-ca05-494f-bcb3-7a699b874b8b,df50707d-ccdd-4ccc-a08a-0b1ead2c6ce9,117ebe75819d050f308a0a81647893abd02d::sa:subagent_005_0ae5b9c5,117ebe75819d050f308a0a81647893abd02d,4,weka_subagent,1,1790218796005067137,3,1,64573,241,60608,0,3965,2707.0397949999997,0.8827029960229993
6c6c1275-366c-4e03-8f6c-e12934a15696,e987a982-2f41-4e76-b215-7a9cb1d6361a,457a7bf22f9e6961870d5b356ab2bd780fff,457a7bf22f9e6961870d5b356ab2bd780fff,3,weka_main,0,1790218796154060201,2,2,77563,330,76096,0,1467,2557.879645,0.9305429994128644
c84cc917-b656-49b3-9ac7-356b36cea585,35de2400-f0fc-4437-bafc-096c78535c03,3e573575f7a9f0d647460e769c0a64e71d59::sa:subagent_002_d326cae4,3e573575f7a9f0d647460e769c0a64e71d59,1,weka_subagent,1,1790218796989647329,1,3,20685,110,19712,0,973,1980.80593,0.41478200000710785
f763041b-bc6a-4a76-a5ce-20935f3526e7,aa3ce1af-dfaf-47f5-8e20-d746714ab795,3cb1c6dc71a21714587287306ebe52748568::sa:subagent_003_94bb1f44,3cb1c6dc71a21714587287306ebe52748568,0,weka_subagent,1,1790218797824951662,5,4,24581,276,23552,0,1029,1176.144134,0.5530999915208668
709b3012-8f2a-45be-af0d-022f0577f962,35de2400-f0fc-4437-bafc-096c78535c03,3e573575f7a9f0d647460e769c0a64e71d59::sa:subagent_003_e785d2f4,3e573575f7a9f0d647460e769c0a64e71d59,1,weka_subagent,1,1790218797927089556,6,5,20239,88,19840,0,399,1725.236183,2.199169000959955
0562ad8c-a605-4104-aeb5-ab91c0e8d6e3,b3a28b3f-85a1-4cd4-ae7b-247c93764583,12bd4c7c82ae413b035253cb800fc5312111::sa:subagent_002_847a9292,12bd4c7c82ae413b035253cb800fc5312111,5,weka_subagent,1,1790218798048894070,6,6,78864,218,61120,0,17744,4350.095327,2.1707800042349845
ea69d765-7d7f-46c2-83df-9cf80b6c31d5,97374d21-50d2-4825-9279-497ead4b4833,3d8fcda6a4decdb4d4f56839db6eba041e60,3d8fcda6a4decdb4d4f56839db6eba041e60,4,weka_main,0,1790218798498601053,7,7,57416,234,55808,0,1608,1167.7441489999999,1.319745002547279
e938eb83-9814-4e6d-8f97-4a9f7c4f4452,85d3ac9f-e2f2-4c5a-a70c-422a48084c95,37c8d244d81e01d3b70c9f7fe619d9392a24,37c8d244d81e01d3b70c9f7fe619d9392a24,6,weka_main,0,1790218798699850787,2,0,76469,1480,74240,0,2229,1628.96343,0.7857250020606443
59baebb5-07a5-41a2-a000-d46ed7234d21,95525c31-a500-4e4e-9467-b57f138c2d70,3735de09df4f9ac454aee913e2a00633ad0d,3735de09df4f9ac454aee913e2a00633ad0d,4,weka_main,0,1790218799472609669,2,1,47695,717,43520,0,4175,2925.637362,0.5700689944205806
c808751b-3f1e-4642-a98e-ef68ee0151d6,df50707d-ccdd-4ccc-a08a-0b1ead2c6ce9,117ebe75819d050f308a0a81647893abd02d::sa:subagent_006_255c3e39,117ebe75819d050f308a0a81647893abd02d,3,weka_subagent,1,1790218799682548184,3,2,47946,308,33536,0,14410,4018.650703,0.5806999979540706
77358a45-6e8e-4c69-a6c8-70de6cdc54b3,6bc1c6fe-f84c-4cbd-b001-e8c6987be7ac,439e5f9ed3159bd826529d8ae5bd1536903f::sa:subagent_001_7aa6c78b,439e5f9ed3159bd826529d8ae5bd1536903f,3,weka_subagent,1,1790218800385439768,6,3,21407,137,20800,0,607,2015.1077899999998,1.9196250068489462
492e7710-6c89-4640-ae77-9439593e34b1,b3a28b3f-85a1-4cd4-ae7b-247c93764583,12bd4c7c82ae413b035253cb800fc5312111::sa:subagent_001_65ca2729,12bd4c7c82ae413b035253cb800fc5312111,14,weka_subagent,1,1790218801057267662,3,4,50534,96,50176,0,358,2643.783587,641.8550840026
27a708e8-d23d-494b-89f7-a60db03f638f,f2f6d3bc-ba2d-4847-9d90-368d78ec737b,35de830dbe1dbe90e6eaa36bc4814c7410ec,35de830dbe1dbe90e6eaa36bc4814c7410ec,7,weka_main,0,1790218801139235158,6,5,42418,278,41024,0,1394,1846.2989189999998,0.7068169943522662
6ed7ea27-d003-4436-8837-7c615dc39f4f,abbeb977-caba-4962-93c9-5d930ee86900,43d1f727aec4d8b3f2aec42f816e7fabe193,43d1f727aec4d8b3f2aec42f816e7fabe193,4,weka_main,0,1790218801193800066,1,6,63115,305,61824,0,1291,1820.296277,0.8064849971560761
0fe24698-a087-477a-b525-02c75d4de647,df50707d-ccdd-4ccc-a08a-0b1ead2c6ce9,117ebe75819d050f308a0a81647893abd02d::sa:subagent_005_0ae5b9c5,117ebe75819d050f308a0a81647893abd02d,5,weka_subagent,1,1790218801695900777,3,7,72379,224,64512,0,7867,3452.1125549999997,1.8743550026556477
3fce52f6-a52e-4785-93e6-bc94000e0f34,aa3ce1af-dfaf-47f5-8e20-d746714ab795,3cb1c6dc71a21714587287306ebe52748568::sa:subagent_003_94bb1f44,3cb1c6dc71a21714587287306ebe52748568,1,weka_subagent,1,1790218801919071079,5,0,50370,194,24576,0,25794,6133.879475,0.5312299908837304
f120295f-9579-4a7f-96bc-2f282dc10521,35de2400-f0fc-4437-bafc-096c78535c03,3e573575f7a9f0d647460e769c0a64e71d59::sa:subagent_003_e785d2f4,3e573575f7a9f0d647460e769c0a64e71d59,2,weka_subagent,1,1790218802138238515,1,1,20755,260,19008,0,1747,1562.966722,0.6969870009925216
44bfc4c4-475a-4a5a-b2f7-f3b5a1f863b9,97374d21-50d2-4825-9279-497ead4b4833,3d8fcda6a4decdb4d4f56839db6eba041e60,3d8fcda6a4decdb4d4f56839db6eba041e60,5,weka_main,0,1790218802178744841,7,2,58954,306,57408,0,1546,2390.553707,0.6608480034628883
f5474425-8552-4b88-acc7-8dac478e8c66,aa3ce1af-dfaf-47f5-8e20-d746714ab795,3cb1c6dc71a21714587287306ebe52748568::sa:subagent_001_bf2a11d7,3cb1c6dc71a21714587287306ebe52748568,1,weka_subagent,1,1790218802453411808,5,3,25544,317,24512,0,1032,5599.9363379999995,3503.5952600010205
c75e47be-dae7-45b2-b1a7-684008f039d9,35de2400-f0fc-4437-bafc-096c78535c03,3e573575f7a9f0d647460e769c0a64e71d59::sa:subagent_001_f55cb4b8,3e573575f7a9f0d647460e769c0a64e71d59,2,weka_subagent,1,1790218802491222283,1,4,21138,364,19008,0,2130,2077.265239,0.5054809880675748
9073c6dd-9ffa-432b-b5d2-0c072cc919f8,e987a982-2f41-4e76-b215-7a9cb1d6361a,457a7bf22f9e6961870d5b356ab2bd780fff,457a7bf22f9e6961870d5b356ab2bd780fff,4,weka_main,0,1790218802514985287,2,5,81919,329,77504,0,4415,2632.8385679999997,1.1807279952336103
ec7a52c9-c7c4-43ad-be2a-5b2c2da02481,aa3ce1af-dfaf-47f5-8e20-d746714ab795,3cb1c6dc71a21714587287306ebe52748568::sa:subagent_002_304cfed6,3cb1c6dc71a21714587287306ebe52748568,1,weka_subagent,1,1790218802789293301,5,6,48950,720,23552,0,25398,10454.419724,2796.4981729892315
56cf5bce-54d0-491c-af92-b585f3375c66,35de2400-f0fc-4437-bafc-096c78535c03,3e573575f7a9f0d647460e769c0a64e71d59::sa:subagent_002_d326cae4,3e573575f7a9f0d647460e769c0a64e71d59,2,weka_subagent,1,1790218803954165832,1,7,20881,149,20672,0,209,1777.993594,0.4120319936191663
d8a4d685-1401-43e5-aa1f-4c2c7e1b6a26,d046e548-27ec-4835-86f5-59d3861774f9,3a67ec0b534b4e3e386c7e018b4b99ef06c2,3a67ec0b534b4e3e386c7e018b4b99ef06c2,5,weka_main,0,1790218804222799550,0,0,85172,458,72064,0,13108,4617.569386,0.9498130093561485
fb1f1f18-8da8-41a4-aeb4-c232df7685de,6bc1c6fe-f84c-4cbd-b001-e8c6987be7ac,439e5f9ed3159bd826529d8ae5bd1536903f::sa:subagent_001_7aa6c78b,439e5f9ed3159bd826529d8ae5bd1536903f,4,weka_subagent,1,1790218804274843554,6,1,44070,204,21376,0,22694,6701.716009,0.5654790002154186
0dea1f3e-bf38-41d0-bbe1-aa8602785f2a,b3a28b3f-85a1-4cd4-ae7b-247c93764583,12bd4c7c82ae413b035253cb800fc5312111::sa:subagent_001_65ca2729,12bd4c7c82ae413b035253cb800fc5312111,15,weka_subagent,1,1790218805223463396,3,2,50666,128,50496,0,170,2004.4286769999999,1.2680760119110346
0b2ffb14-ec62-44a6-aa4b-6b4a92c08fe0,f2f6d3bc-ba2d-4847-9d90-368d78ec737b,35de830dbe1dbe90e6eaa36bc4814c7410ec,35de830dbe1dbe90e6eaa36bc4814c7410ec,8,weka_main,0,1790218805600148290,6,3,43061,323,42368,0,693,5376.670258,2347.7782720001414
255599d9-7790-4629-90ac-947cf97709c0,b3a28b3f-85a1-4cd4-ae7b-247c93764583,12bd4c7c82ae413b035253cb800fc5312111::sa:subagent_002_847a9292,12bd4c7c82ae413b035253cb800fc5312111,6,weka_subagent,1,1790218805711141872,6,4,83920,280,78848,0,5072,6248.9445319999995,2347.750573011581
a8d9759b-db55-43d4-8b51-a1dc8facbd3f,abbeb977-caba-4962-93c9-5d930ee86900,43d1f727aec4d8b3f2aec42f816e7fabe193,43d1f727aec4d8b3f2aec42f816e7fabe193,5,weka_main,0,1790218806062394052,1,5,82692,1012,63104,0,19588,5783.202923,0.7070870051393285
9a8f4cdc-ff6b-4cee-878d-a37a844b2561,df50707d-ccdd-4ccc-a08a-0b1ead2c6ce9,117ebe75819d050f308a0a81647893abd02d::sa:subagent_006_255c3e39,117ebe75819d050f308a0a81647893abd02d,4,weka_subagent,1,1790218806886229666,3,6,49742,251,47936,0,1806,1954.512313,0.6448280037147924
2cf8293e-2db1-4e74-b475-fc6aca4884b7,0fe5b9e5-d040-4460-81c4-b042b4c400ec,2654d8b687d9c22001c25155ff2a69840acc::fa:000,2654d8b687d9c22001c25155ff2a69840acc,16,weka_flat,1,1790218806950897539,7,7,315898,619,309312,0,6586,4120.5169319999995,1.8517260032240301
