Point,Model,Hardware,Framework,Topology,Prefill Workers,Prefill TP,Prefill EP,Prefill GPUs,Decode Workers,Decode TP,Decode EP,Decode GPUs,Total GPUs,DP Attention,Concurrency,Token Throughput per Chip (tok/s/chip),P90 Interactivity (tok/s/user),Output Throughput/Chip (tok/s),Input Throughput/Chip (tok/s),Median ITL (s),P90 ITL (s),Median TTFT (s),Records Profiled,Records Total,Records Errored
bench-c8-d1200,GLM-5.2-MXFP4,mi355x,sglang,1P1D pTP4/EP4 dTP4/EP4,1,4,4,4,1,4,4,4,8,false,8,4626.2615125,144.0922190201729,37.395045,4588.86646875,0.00559,0.00694,0.69058,395,482,0
