point,concurrency,repeat,num_requests,completed,errors,duration_s,output_tokens_s,request_throughput,observed_client_concurrency,native_accept_length_cumulative,tpot_ms_mean,tpot_ms_p50,tpot_ms_p90,tpot_ms_p95,tpot_ms_p99,tpot_ms_max,itl_ms_mean,itl_ms_p50,itl_ms_p90,itl_ms_p95,itl_ms_p99,itl_ms_max,ttft_ms_mean,ttft_ms_p50,ttft_ms_p90,ttft_ms_p95,ttft_ms_p99,ttft_ms_max,e2e_ms_mean,e2e_ms_p50,e2e_ms_p90,e2e_ms_p95,e2e_ms_p99,e2e_ms_max,raw_chunk_gap_ms_mean,raw_chunk_gap_ms_p50,raw_chunk_gap_ms_p90,raw_chunk_gap_ms_p95,raw_chunk_gap_ms_p99,raw_chunk_gap_ms_max,mean_tokens_per_chunk_after_first,decode_tokens_s_p50,decode_tokens_s_p10,e2e_tokens_s_p50,slo_70_pass_requests,slo_70_pass_fraction,slo_70_goodput_tokens_s,slo_70_goodput_requests_s,slo_70_p50_pass,slo_70_p90_pass,itl_70_p90_pass,slo_80_pass_requests,slo_80_pass_fraction,slo_80_goodput_tokens_s,slo_80_goodput_requests_s,slo_80_p50_pass,slo_80_p90_pass,itl_80_p90_pass,all_sampled_cuda_graph,max_sampled_retractions,experiment,server_max_running,mem_fraction_static
high128_c64_r01,64,1,512,512,0,68.51682783197612,3736.3084091953156,7.472616818390631,63.84771268784095,3.618954971095839,16.705991274487722,16.57867363471172,16.893396814090604,18.781890123261356,18.785776963703828,18.78620402603774,16.705979533510767,14.92346083978191,19.863946673770744,19.97931534424424,20.86774959694594,394.0788296361764,207.93445109757158,87.20871806144714,702.9617243912071,729.6750138746575,1199.4266569567844,1202.0247941836715,8544.224097066945,8396.106262691319,9334.278089366853,9566.362027265131,9572.37806697376,9574.079869315028,60.298616905764,59.24224364571273,60.08549113757908,60.38563025649637,65.13298324774951,1232.5317710638046,3.609403254972875,60.31845626493127,59.194730262708134,59.5514140041908,0,0.0,0.0,0.0,False,False,False,0,0.0,0.0,0.0,False,False,False,True,0,20260910_1540_n04_c128,128,0.85
high128_c128_r01,128,1,1024,1024,0,114.89611852914095,4456.199274217798,8.912398548435597,127.72837773146851,3.611767589642079,28.146257523328636,25.882592082269984,46.5753838236076,46.59972065436338,47.161709648988136,47.16463286228075,28.146246741877707,23.24427373241633,30.943419008205336,31.001838389784098,32.33574361850818,10544.245201628655,286.555413212227,118.6507202219218,182.1233517024666,259.30645854678,10538.569340133108,10544.278752058744,14331.537917353216,13046.530137537047,23504.805458895862,23512.02659837436,23644.249236327596,23647.63688016683,101.26853854186906,92.63741923496127,93.3268191292882,93.64871396683156,105.74422237463295,10624.948122072965,3.597941120554292,38.63600665740708,21.470569169936915,38.324366304991315,0,0.0,0.0,0.0,False,False,False,0,0.0,0.0,0.0,False,False,False,True,0,20260910_1540_n04_c128,128,0.85
