conc,out_tok_s,req_s,ttft_p50,ttft_p90,ttft_p99,itl_p50,itl_p90,e2e_p50,e2e_p90,e2e_p99,isl_mean,osl_mean,cache_pct
8,256.7,0.24,5546,21920,36205,14.46,23.23,14717,43222,120883,81144,1061,51.9
