request_index,success,input_tokens,output_tokens,start_time_monotonic_s,e2e_ms,ttft_ms,tpot_ms,decode_tokens_s,e2e_tokens_s,pass_70,pass_80,itl_p50_ms,itl_p90_ms,itl_p99_ms,raw_chunk_gap_p90_ms,raw_chunk_gap_p99_ms,itl_samples
0,True,10000,500,3898016.289739437,5848.119236994535,48.83818328380585,11.621805718859177,86.04514859315358,85.49757276442948,True,True,10.662149521522224,14.107087316612402,14.276905606190363,42.86665981635451,43.163964841514826,499
1,True,10000,500,3898016.290485599,5891.951182857156,73.77125881612301,11.659679206495056,85.7656529214755,84.86153134716527,True,True,10.655089747160673,14.120237280925116,14.333304949104786,42.79134972020984,44.96716897934675,499
2,True,10000,500,3898016.290985403,5891.836395021528,73.37459409609437,11.660244090030929,85.76149798227316,84.86318466386626,True,True,10.656192200258374,14.122953948875269,14.322574871281782,42.84536875784397,45.05427122116089,499
3,True,10000,500,3898016.291398929,5891.511938069016,72.9781580157578,11.660388336780077,85.76043705557598,84.86785824351202,True,True,10.66017197445035,14.12273400152723,14.32202166567246,42.856170888990164,45.108714662492275,499
4,True,10000,500,3898016.291780715,5890.192712191492,72.44838308542967,11.658806270753631,85.77207449689955,84.8868660893051,True,True,10.654979734681547,14.122497290372849,14.324211670706669,42.79559915885329,44.65408321470022,499
5,True,10000,500,3898016.292154341,5890.49128908664,72.17289600521326,11.659956699561977,85.76361180119703,84.88256334855362,True,True,10.655502206645906,14.123667341967424,14.323782020558914,42.8228628821671,45.046463906764984,499
6,True,10000,500,3898016.292514067,5890.440129674971,71.86992978677154,11.660461322421241,85.75990026030587,84.88330056714956,True,True,10.66414953675121,14.118170520911614,14.321611728519201,42.86691239103675,45.13061663135886,499
7,True,10000,500,3898016.292867344,5890.186892356724,71.54649309813976,11.660602002522213,85.75886560433997,84.88694996228632,True,True,10.655447258614004,14.12373036146164,14.32362167785565,42.810274846851826,45.302876681089394,499
8,True,10000,500,3898016.293264359,5889.337912201881,71.05339923873544,11.659888803533358,85.76411120635771,84.8991868787271,True,True,10.654914658516645,14.123440564920505,14.323855439821878,42.828092724084854,45.0233306363225,499
9,True,10000,500,3898016.293614496,5888.891955837607,70.65205182880163,11.659799406831274,85.7647687673012,84.90561615829178,True,True,10.655304766260087,14.118267223238945,14.324791574229797,42.82673103734851,44.9924779869616,499
10,True,10000,500,3898016.293961612,5888.594118878245,70.31317614018917,11.659881648773661,85.76416383310168,84.9099105671165,True,True,10.65490476321429,14.117937069386244,14.324321566770474,42.82820289954543,44.998208582401276,499
11,True,10000,500,3898016.294316568,5888.690118212253,70.08964894339442,11.660521982502722,85.75945412225602,84.90852633824701,True,True,10.664192261174321,14.121590337405602,14.321208776285252,42.878547962754965,45.1527538895607,499
12,True,10000,500,3898016.294661435,5888.205883093178,69.70847211778164,11.660315452856507,85.76097310943875,84.9155090578017,True,True,10.65607974305749,14.122947274396816,14.322634941587845,42.84483687952161,45.07631979882717,499
13,True,10000,500,3898016.295500576,5887.189214117825,68.83497117087245,11.660028542979866,85.76308336758476,84.93017326519261,True,True,10.655292309820652,14.123510258893171,14.323454971114794,42.81786037608981,45.06521800532937,499
14,True,10000,500,3898016.295853482,5886.879596859217,68.49007494747639,11.660099242308098,85.76256335551152,84.93464012186716,True,True,10.65552479121834,14.123497065156698,14.323228659729162,42.82219652086496,45.01635117456317,499
15,True,10000,500,3898016.296205678,5886.5722408518195,68.14733892679214,11.66017014413833,85.76204186031615,84.93907482016176,True,True,10.655504767782986,14.123306920131048,14.322868548333645,42.8295386955142,45.03316942602396,499
16,True,10000,500,3898016.296546625,5886.549630202353,67.87520088255405,11.660670199037673,85.758364050338,84.9394010770979,True,True,10.67106961272657,14.123436994850636,14.331644866615534,42.94751510024071,45.13746712356805,499
17,True,10000,500,3898016.296888231,5894.579596351832,67.67939403653145,11.67715471405872,85.63729988059927,84.82369129589006,True,True,10.671384516172111,14.122940289477507,14.332901531209549,42.9409216158092,50.305387228727234,499
18,True,10000,500,3898016.297231407,5894.277449231595,67.34324805438519,11.67722284805052,85.63680020604791,84.82803945124475,True,True,10.671364492736757,14.123317009458939,14.332068307946125,42.94183095917106,50.324589610099686,499
19,True,10000,500,3898016.297605263,5893.299859948456,66.91422173753381,11.676123523468782,85.64486303951988,84.84211085169066,True,True,10.66965947393328,14.121430460363626,14.335808188964924,42.939029075205326,49.99883331358423,499
