request_index,success,input_tokens,output_tokens,start_time_monotonic_s,e2e_ms,ttft_ms,tpot_ms,decode_tokens_s,e2e_tokens_s,pass_70,pass_80,itl_p50_ms,itl_p90_ms,itl_p99_ms,raw_chunk_gap_p90_ms,raw_chunk_gap_p99_ms,itl_samples
0,True,10000,500,3897395.597257009,7001.476821023971,54.800399113446474,13.921195234289629,71.8329125603293,71.41350500491619,True,False,12.426029774360359,16.50609743470947,16.78183100496729,49.85725786536932,50.4691400565207,499
1,True,10000,500,3897395.597969832,7051.314957905561,82.54445530474186,13.965471949099838,71.60517049797635,70.90875999510226,True,False,12.420907500199974,16.49909901122252,16.861365158110758,49.832497257739305,50.686030834913254,499
2,True,10000,500,3897395.598401168,7051.192949060351,82.33137708157301,13.965654452863282,71.60423475857782,70.90998695002816,True,False,12.43762974627316,16.512649630506832,16.881060944870015,49.86440809443593,50.60507766902447,499
3,True,10000,500,3897395.598824044,7050.8077829144895,81.92916074767709,13.965688621576778,71.60405957032546,70.91386056667146,True,False,12.443457264453173,16.51091625293096,16.88096124989281,49.88227691501379,50.61593046411872,499
4,True,10000,500,3897395.59919049,7050.289499107748,81.41510607674718,13.96568014635471,71.60410302401331,70.91907361581076,True,False,12.426112429238856,16.50747573003173,16.89281454620252,49.88496797159314,50.5722270347178,499
5,True,10000,500,3897395.599552247,7049.850082024932,81.01598965004086,13.965599383516816,71.604517109396,70.92349400093693,True,False,12.41954229772091,16.496424314876396,16.877082431067922,49.8552480712533,50.69992719218135,499
6,True,10000,500,3897395.599900413,7049.345948267728,80.59416525065899,13.965434434903946,71.60536284504622,70.92856609241423,True,False,12.420739978551865,16.495414326588314,16.853195543711283,49.83036778867245,50.691783521324396,499
7,True,10000,500,3897395.6002457,7049.309707712382,80.46527486294508,13.965620105910695,71.60441086155338,70.92893073671723,True,False,12.43296719621867,16.515668326367937,16.881177652006247,49.86408771947026,50.59340037405491,499
8,True,10000,500,3897395.600623906,7048.161478713155,79.69193300232291,13.964868829079824,71.60826300907634,70.94048589977672,True,False,12.41925498470664,16.477870661765337,16.841058777645127,49.78537932038307,50.66693928092718,499
9,True,10000,500,3897395.600968383,7048.55045536533,79.65710340067744,13.965718140209724,71.60390822444187,70.93657102495477,True,False,12.427804758772254,16.51327284052968,16.881610592827098,49.8845768161118,50.58234445750713,499
10,True,10000,500,3897395.601317899,7047.8884521871805,79.15532914921641,13.96539704015624,71.60555458069614,70.94323404690583,True,False,12.424987507984042,16.49527068560322,16.84527584041148,49.829899333417416,50.67290747538209,499
11,True,10000,500,3897395.601656266,7047.668323852122,78.8763607852161,13.965514956045904,71.60494998912183,70.94544990260118,True,False,12.420994811691344,16.500812427451212,16.86922880510479,49.83825795352459,50.68135783076286,499
12,True,10000,500,3897395.601994533,7047.111879102886,78.34778586402535,13.965459104687096,71.60523635520005,70.95105180360088,True,False,12.41984497755766,16.495923977345228,16.845577511315444,49.78761775419116,50.82543594762683,499
13,True,10000,500,3897395.602336159,7047.3347580991685,78.4356058575213,13.965729764011318,71.60384862786964,70.94880790576518,True,False,12.448399560526013,16.51210558290283,16.880789948627253,49.88312674686313,50.62828799709678,499
14,True,10000,500,3897395.602704726,7046.457065735012,77.7454818598926,13.965353875501242,71.60577590190913,70.95764514501377,True,False,12.4129249015823,16.49828761195143,16.837115629265604,49.81020884588361,50.679315719753504,499
15,True,10000,500,3897395.603045832,7046.395116951317,77.54015503451228,13.9656412062461,71.60430267625323,70.95826897318942,True,False,12.420784798450768,16.500519992162783,16.88492017177234,49.86692685633898,50.680345389992,499
16,True,10000,500,3897395.603381579,7045.982611365616,77.16938806697726,13.96555756172072,71.60473153903841,70.9624232102799,True,False,12.457269593141973,16.53138402228554,16.93225163966407,49.92179712280631,50.54144337773323,499
17,True,10000,500,3897395.603723926,7052.872031927109,77.17742677778006,13.97934790611088,71.53409491746491,70.89310535290987,True,False,12.444866937585175,16.521472918490566,16.909101534013846,49.89578714594245,54.64370204135771,499
18,True,10000,500,3897395.604063272,7052.719455212355,76.87287079170346,13.97965247378888,71.5325364400115,70.89463903607735,True,False,12.45346455834806,16.531353443861008,16.923786848783394,49.92001689970493,54.728986136615234,499
19,True,10000,500,3897395.604435839,7052.310767583549,76.49331400170922,13.97959409535439,71.53283515809044,70.8987474429354,True,False,12.449356960132718,16.531347017735243,16.918393913656374,49.9053574167192,54.71850391477342,499
20,True,10000,500,3897395.604774515,7052.0446808077395,76.16832805797458,13.979712129759047,71.5322311874555,70.9014225846808,True,False,12.452742084860802,16.530118603259325,16.935195196419855,49.93213713169098,54.73128519952293,499
