Point,Model,Hardware,Framework,Topology,Prefill Workers,Prefill TP,Prefill EP,Prefill GPUs,Decode Workers,Decode TP,Decode EP,Decode GPUs,Total GPUs,DP Attention,Concurrency,Token Throughput per Chip (tok/s/chip),P90 Interactivity (tok/s/user),Output Throughput/Chip (tok/s),Input Throughput/Chip (tok/s),Median ITL (s),P90 ITL (s),Median TTFT (s),Records Profiled,Records Total,Records Errored
agentx/c16/bench-scratch0-mem070,GLM-5.2-MXFP4,mi355x,sglang,1P1D pTP8/EP1 dTP8/EP1 DPA,1,8,1,8,1,8,1,8,16,true,16,3990.401691875,108.57763300760044,32.375553125,3958.02613875,0.00818,0.00921,1.34878,599,776,2
agentx/c32/bench,GLM-5.2-MXFP4,mi355x,sglang,1P1D pTP8/EP1 dTP8/EP1 DPA,1,8,1,8,1,8,1,8,16,true,32,9388.187224375,84.53085376162299,69.500135625,9318.68708875,0.0099,0.01183,2.06044,1474,1968,150
agentx/c8/bench-prefill-scratch-reclaim,GLM-5.2-MXFP4,mi355x,sglang,1P1D pTP8/EP1 dTP8/EP1 DPA,1,8,1,8,1,8,1,8,16,true,8,2053.20518125,130.89005235602093,15.97864625,2037.226535,0.00677,0.00764,0.75641,337,424,3
retest-pinned-6ff85f4a-warmup1/c32/bench,GLM-5.2-MXFP4,mi355x,sglang,1P1D pTP8/EP1 dTP8/EP1 DPA,1,8,1,8,1,8,1,8,16,true,32,8173.0714,85.9579,61.29237,8111.77903,0.00991,0.01163,2.25363,1394,1460,0
retest-pinned-6ff85f4a-warmup1/c48/bench,GLM-5.2-MXFP4,mi355x,sglang,1P1D pTP8/EP1 dTP8/EP1 DPA,1,8,1,8,1,8,1,8,16,true,48,11485.48432,79.97193,77.62573,11407.85859,0.01047,0.0125,2.44834,1732,1831,2
retest-pinned-6ff85f4a-warmup1/c64/bench,GLM-5.2-MXFP4,mi355x,sglang,1P1D pTP8/EP1 dTP8/EP1 DPA,1,8,1,8,1,8,1,8,16,true,64,14196.34311,66.16435,95.40876,14100.93434,0.01181,0.01511,3.19876,2036,2167,1
